Student,Course,Day,Hour,Activity Type,Scheduled,Attended
2568,7,Tuesday,14:00,Lecture,1,1
2568,7,Friday,10:00,Lecture,1,1
2568,7,Tuesday,9:00,Workshop,1,1
2568,7,Tuesday,10:00,Workshop,1,0
2568,13,Wednesday,17:00,Lecture,1,1
2568,13,Friday,9:00,Lecture,1,1
2568,13,Monday,17:00,Workshop,1,1
2568,11,Tuesday,16:00,Workshop,1,1
2568,8,Monday,11:00,Lecture,1,1
2568,8,Tuesday,11:00,Lecture,1,1
2568,8,Wednesday,11:00,Lecture,1,1
2568,8,Thursday,11:00,Lecture,1,1
2568,8,Tuesday,17:00,Workshop,1,1
7,18,Thursday,10:00,Lecture,1,1
7,18,Friday,15:00,Lecture,1,1
7,18,Thursday,9:00,Workshop,1,1
7,18,Thursday,10:00,Lecture,1,1
16,1,Friday,14:00,Workshop,1,1
16,2,Monday,10:00,Lecture,1,1
16,2,Tuesday,16:00,Lecture,1,1
2073,7,Tuesday,14:00,Lecture,1,1
2073,7,Friday,10:00,Lecture,1,1
2073,7,Tuesday,9:00,Workshop,1,1
2073,7,Tuesday,10:00,Workshop,1,0
2073,13,Wednesday,17:00,Lecture,1,1
2073,13,Friday,9:00,Lecture,1,1
2073,13,Monday,17:00,Workshop,1,1
2073,11,Tuesday,16:00,Workshop,1,1
2073,8,Monday,11:00,Lecture,1,1
2073,8,Tuesday,11:00,Lecture,1,1
2073,8,Wednesday,11:00,Lecture,1,1
2073,8,Thursday,11:00,Lecture,1,1
2073,8,Tuesday,17:00,Workshop,1,1
1600,7,Tuesday,14:00,Lecture,1,1
1600,7,Friday,10:00,Lecture,1,1
1600,7,Tuesday,9:00,Workshop,1,1
1600,7,Tuesday,10:00,Workshop,1,0
1600,13,Wednesday,17:00,Lecture,1,1
1600,13,Friday,9:00,Lecture,1,1
1600,13,Monday,17:00,Workshop,1,1
1600,11,Tuesday,16:00,Workshop,1,1
55,2,Monday,10:00,Lecture,1,1
55,2,Tuesday,16:00,Lecture,1,1
1226,7,Tuesday,14:00,Lecture,1,1
1226,7,Friday,10:00,Lecture,1,1
1226,7,Tuesday,9:00,Workshop,1,1
1226,7,Tuesday,10:00,Workshop,1,0
1226,13,Wednesday,17:00,Lecture,1,1
1226,13,Friday,9:00,Lecture,1,1
1226,13,Monday,17:00,Workshop,1,1
1226,11,Tuesday,16:00,Workshop,1,1
1226,8,Monday,11:00,Lecture,1,1
1226,8,Tuesday,11:00,Lecture,1,1
1226,8,Wednesday,11:00,Lecture,1,1
1226,8,Thursday,11:00,Lecture,1,1
1226,8,Tuesday,17:00,Workshop,1,1
348,7,Tuesday,14:00,Lecture,1,1
348,7,Friday,10:00,Lecture,1,1
348,7,Tuesday,9:00,Workshop,1,1
348,7,Tuesday,10:00,Workshop,1,0
348,13,Wednesday,17:00,Lecture,1,1
348,13,Friday,9:00,Lecture,1,1
348,13,Monday,17:00,Workshop,1,1
348,11,Tuesday,16:00,Workshop,1,1
1528,7,Tuesday,14:00,Lecture,1,1
1528,7,Friday,10:00,Lecture,1,1
1528,7,Tuesday,9:00,Workshop,1,1
1528,7,Tuesday,10:00,Workshop,1,0
1528,13,Wednesday,17:00,Lecture,1,1
1528,13,Friday,9:00,Lecture,1,1
1528,13,Monday,17:00,Workshop,1,1
1528,11,Tuesday,16:00,Workshop,1,1
1528,8,Monday,11:00,Lecture,1,1
1528,8,Tuesday,11:00,Lecture,1,1
1528,8,Wednesday,11:00,Lecture,1,1
1528,8,Thursday,11:00,Lecture,1,1
1528,8,Tuesday,17:00,Workshop,1,1
66,18,Thursday,10:00,Lecture,1,1
66,18,Friday,15:00,Lecture,1,1
66,18,Thursday,9:00,Workshop,1,1
66,18,Thursday,10:00,Lecture,1,1
66,12,Friday,17:00,Lecture,1,1
66,12,Wednesday,9:00,Workshop,1,1
66,12,Wednesday,10:00,Workshop,1,0
66,11,Tuesday,16:00,Workshop,1,1
66,8,Monday,11:00,Lecture,1,1
66,8,Tuesday,11:00,Lecture,1,1
66,8,Wednesday,11:00,Lecture,1,1
66,8,Thursday,11:00,Lecture,1,1
66,8,Tuesday,17:00,Workshop,1,1
1929,7,Tuesday,14:00,Lecture,1,1
1929,7,Friday,10:00,Lecture,1,1
1929,7,Tuesday,9:00,Workshop,1,1
1929,7,Tuesday,10:00,Workshop,1,0
1929,13,Wednesday,17:00,Lecture,1,1
1929,13,Friday,9:00,Lecture,1,1
1929,13,Monday,17:00,Workshop,1,1
1929,11,Tuesday,16:00,Workshop,1,1
1929,8,Monday,11:00,Lecture,1,1
1929,8,Tuesday,11:00,Lecture,1,1
1929,8,Wednesday,11:00,Lecture,1,1
1929,8,Thursday,11:00,Lecture,1,1
1929,8,Tuesday,17:00,Workshop,1,1
187,18,Thursday,10:00,Lecture,1,1
187,18,Friday,15:00,Lecture,1,1
187,18,Thursday,9:00,Workshop,1,1
187,18,Thursday,10:00,Lecture,1,1
187,12,Friday,17:00,Lecture,1,1
187,12,Wednesday,9:00,Workshop,1,1
187,12,Wednesday,10:00,Workshop,1,0
187,11,Tuesday,16:00,Workshop,1,1
187,8,Monday,11:00,Lecture,1,1
187,8,Tuesday,11:00,Lecture,1,1
187,8,Wednesday,11:00,Lecture,1,1
187,8,Thursday,11:00,Lecture,1,1
187,8,Tuesday,17:00,Workshop,1,1
267,4,Tuesday,13:00,Lecture,1,1
267,4,Wednesday,13:00,Lecture,1,1
267,4,Thursday,13:00,Lecture,1,1
267,4,Friday,12:00,Lecture,1,1
267,4,Tuesday,9:00,Workshop,1,1
267,4,Tuesday,10:00,Workshop,1,0
318,14,Tuesday,9:00,Lecture,1,1
318,14,Friday,17:00,Lecture,1,1
318,14,Monday,11:00,Workshop,1,1
365,4,Tuesday,13:00,Lecture,1,1
365,4,Wednesday,13:00,Lecture,1,1
365,4,Thursday,13:00,Lecture,1,1
365,4,Friday,12:00,Lecture,1,1
365,4,Tuesday,9:00,Workshop,1,1
365,4,Tuesday,10:00,Workshop,1,0
410,18,Thursday,10:00,Lecture,1,1
410,18,Friday,15:00,Lecture,1,1
410,18,Thursday,9:00,Workshop,1,1
410,18,Thursday,10:00,Lecture,1,1
411,18,Thursday,10:00,Lecture,1,1
411,18,Friday,15:00,Lecture,1,1
411,18,Thursday,9:00,Workshop,1,1
411,18,Thursday,10:00,Lecture,1,1
413,4,Tuesday,13:00,Lecture,1,1
413,4,Wednesday,13:00,Lecture,1,1
413,4,Thursday,13:00,Lecture,1,1
413,4,Friday,12:00,Lecture,1,1
413,4,Tuesday,9:00,Workshop,1,1
413,4,Tuesday,10:00,Workshop,1,0
628,2,Monday,10:00,Lecture,1,1
628,2,Tuesday,16:00,Lecture,1,1
695,18,Thursday,10:00,Lecture,1,1
695,18,Friday,15:00,Lecture,1,1
695,18,Thursday,9:00,Workshop,1,1
695,18,Thursday,10:00,Lecture,1,1
695,12,Friday,17:00,Lecture,1,1
695,12,Wednesday,9:00,Workshop,1,1
695,12,Wednesday,10:00,Workshop,1,0
695,11,Tuesday,16:00,Workshop,1,1
695,8,Monday,11:00,Lecture,1,1
695,8,Tuesday,11:00,Lecture,1,1
695,8,Wednesday,11:00,Lecture,1,1
695,8,Thursday,11:00,Lecture,1,1
695,8,Tuesday,17:00,Workshop,1,1
709,2,Monday,10:00,Lecture,1,1
709,2,Tuesday,16:00,Lecture,1,1
737,18,Thursday,10:00,Lecture,1,1
737,18,Friday,15:00,Lecture,1,1
737,18,Thursday,9:00,Workshop,1,1
737,18,Thursday,10:00,Lecture,1,1
798,18,Thursday,10:00,Lecture,1,1
798,18,Friday,15:00,Lecture,1,1
798,18,Thursday,9:00,Workshop,1,1
798,18,Thursday,10:00,Lecture,1,1
798,12,Friday,17:00,Lecture,1,1
798,12,Wednesday,9:00,Workshop,1,1
798,12,Wednesday,10:00,Workshop,1,0
798,11,Tuesday,16:00,Workshop,1,1
798,8,Monday,11:00,Lecture,1,1
798,8,Tuesday,11:00,Lecture,1,1
798,8,Wednesday,11:00,Lecture,1,1
798,8,Thursday,11:00,Lecture,1,1
798,8,Tuesday,17:00,Workshop,1,1
919,18,Thursday,10:00,Lecture,1,1
919,18,Friday,15:00,Lecture,1,1
919,18,Thursday,9:00,Workshop,1,1
919,18,Thursday,10:00,Lecture,1,1
928,4,Tuesday,13:00,Lecture,1,1
928,4,Wednesday,13:00,Lecture,1,1
928,4,Thursday,13:00,Lecture,1,1
928,4,Friday,12:00,Lecture,1,1
928,4,Tuesday,9:00,Workshop,1,1
928,4,Tuesday,10:00,Workshop,1,0
946,4,Tuesday,13:00,Lecture,1,1
946,4,Wednesday,13:00,Lecture,1,1
946,4,Thursday,13:00,Lecture,1,1
946,4,Friday,12:00,Lecture,1,1
946,4,Tuesday,9:00,Workshop,1,1
946,4,Tuesday,10:00,Workshop,1,0
1024,18,Thursday,10:00,Lecture,1,1
1024,18,Friday,15:00,Lecture,1,1
1024,18,Thursday,9:00,Workshop,1,1
1024,18,Thursday,10:00,Lecture,1,1
1159,18,Thursday,10:00,Lecture,1,1
1159,18,Friday,15:00,Lecture,1,1
1159,18,Thursday,9:00,Workshop,1,1
1159,18,Thursday,10:00,Lecture,1,1
1169,4,Tuesday,13:00,Lecture,1,1
1169,4,Wednesday,13:00,Lecture,1,1
1169,4,Thursday,13:00,Lecture,1,1
1169,4,Friday,12:00,Lecture,1,1
1169,4,Tuesday,9:00,Workshop,1,1
1169,4,Tuesday,10:00,Workshop,1,0
1178,2,Monday,10:00,Lecture,1,1
1178,2,Tuesday,16:00,Lecture,1,1
1227,4,Tuesday,13:00,Lecture,1,1
1227,4,Wednesday,13:00,Lecture,1,1
1227,4,Thursday,13:00,Lecture,1,1
1227,4,Friday,12:00,Lecture,1,1
1227,4,Tuesday,9:00,Workshop,1,1
1227,4,Tuesday,10:00,Workshop,1,0
1262,4,Tuesday,13:00,Lecture,1,1
1262,4,Wednesday,13:00,Lecture,1,1
1262,4,Thursday,13:00,Lecture,1,1
1262,4,Friday,12:00,Lecture,1,1
1262,4,Tuesday,9:00,Workshop,1,1
1262,4,Tuesday,10:00,Workshop,1,0
1284,2,Monday,10:00,Lecture,1,1
1284,2,Tuesday,16:00,Lecture,1,1
1326,4,Tuesday,13:00,Lecture,1,1
1326,4,Wednesday,13:00,Lecture,1,1
1326,4,Thursday,13:00,Lecture,1,1
1326,4,Friday,12:00,Lecture,1,1
1326,4,Tuesday,9:00,Workshop,1,1
1326,4,Tuesday,10:00,Workshop,1,0
1351,1,Friday,14:00,Workshop,1,1
1351,11,Tuesday,16:00,Workshop,1,1
1351,8,Monday,11:00,Lecture,1,1
1351,8,Tuesday,11:00,Lecture,1,1
1351,8,Wednesday,11:00,Lecture,1,1
1351,8,Thursday,11:00,Lecture,1,1
1351,8,Tuesday,17:00,Workshop,1,1
716,13,Wednesday,17:00,Lecture,1,1
716,13,Friday,9:00,Lecture,1,1
716,13,Monday,17:00,Workshop,1,1
716,11,Tuesday,16:00,Workshop,1,1
716,8,Monday,11:00,Lecture,1,1
716,8,Tuesday,11:00,Lecture,1,1
716,8,Wednesday,11:00,Lecture,1,1
716,8,Thursday,11:00,Lecture,1,1
716,8,Tuesday,17:00,Workshop,1,1
1397,1,Friday,14:00,Workshop,1,1
544,13,Wednesday,17:00,Lecture,1,1
544,13,Friday,9:00,Lecture,1,1
544,13,Monday,17:00,Workshop,1,1
544,12,Friday,17:00,Lecture,1,1
544,12,Wednesday,9:00,Workshop,1,1
544,12,Wednesday,10:00,Workshop,1,0
544,18,Thursday,10:00,Lecture,1,1
544,18,Friday,15:00,Lecture,1,1
544,18,Thursday,9:00,Workshop,1,1
544,18,Thursday,10:00,Lecture,1,1
1415,18,Thursday,10:00,Lecture,1,1
1415,18,Friday,15:00,Lecture,1,1
1415,18,Thursday,9:00,Workshop,1,1
1415,18,Thursday,10:00,Lecture,1,1
1487,13,Wednesday,17:00,Lecture,1,1
1487,13,Friday,9:00,Lecture,1,1
1487,13,Monday,17:00,Workshop,1,1
1487,11,Tuesday,16:00,Workshop,1,1
1487,8,Monday,11:00,Lecture,1,1
1487,8,Tuesday,11:00,Lecture,1,1
1487,8,Wednesday,11:00,Lecture,1,1
1487,8,Thursday,11:00,Lecture,1,1
1487,8,Tuesday,17:00,Workshop,1,1
1439,1,Friday,14:00,Workshop,1,1
1530,13,Wednesday,17:00,Lecture,1,1
1530,13,Friday,9:00,Lecture,1,1
1530,13,Monday,17:00,Workshop,1,1
1530,4,Tuesday,13:00,Lecture,1,1
1530,4,Wednesday,13:00,Lecture,1,1
1530,4,Thursday,13:00,Lecture,1,1
1530,4,Friday,12:00,Lecture,1,1
1530,4,Tuesday,9:00,Workshop,1,1
1530,4,Tuesday,10:00,Workshop,1,0
1530,11,Tuesday,16:00,Workshop,1,1
1530,8,Monday,11:00,Lecture,1,1
1530,8,Tuesday,11:00,Lecture,1,1
1530,8,Wednesday,11:00,Lecture,1,1
1530,8,Thursday,11:00,Lecture,1,1
1530,8,Tuesday,17:00,Workshop,1,1
1464,4,Tuesday,13:00,Lecture,1,1
1464,4,Wednesday,13:00,Lecture,1,1
1464,4,Thursday,13:00,Lecture,1,1
1464,4,Friday,12:00,Lecture,1,1
1464,4,Tuesday,9:00,Workshop,1,1
1464,4,Tuesday,10:00,Workshop,1,0
2045,13,Wednesday,17:00,Lecture,1,1
2045,13,Friday,9:00,Lecture,1,1
2045,13,Monday,17:00,Workshop,1,1
2045,4,Tuesday,13:00,Lecture,1,1
2045,4,Wednesday,13:00,Lecture,1,1
2045,4,Thursday,13:00,Lecture,1,1
2045,4,Friday,12:00,Lecture,1,1
2045,4,Tuesday,9:00,Workshop,1,1
2045,4,Tuesday,10:00,Workshop,1,0
1502,4,Tuesday,13:00,Lecture,1,1
1502,4,Wednesday,13:00,Lecture,1,1
1502,4,Thursday,13:00,Lecture,1,1
1502,4,Friday,12:00,Lecture,1,1
1502,4,Tuesday,9:00,Workshop,1,1
1502,4,Tuesday,10:00,Workshop,1,0
1502,2,Monday,10:00,Lecture,1,1
1502,2,Tuesday,16:00,Lecture,1,1
1511,4,Tuesday,13:00,Lecture,1,1
1511,4,Wednesday,13:00,Lecture,1,1
1511,4,Thursday,13:00,Lecture,1,1
1511,4,Friday,12:00,Lecture,1,1
1511,4,Tuesday,9:00,Workshop,1,1
1511,4,Tuesday,10:00,Workshop,1,0
1515,18,Thursday,10:00,Lecture,1,1
1515,18,Friday,15:00,Lecture,1,1
1515,18,Thursday,9:00,Workshop,1,1
1515,18,Thursday,10:00,Lecture,1,1
1515,12,Friday,17:00,Lecture,1,1
1515,12,Wednesday,9:00,Workshop,1,1
1515,12,Wednesday,10:00,Workshop,1,0
1515,11,Tuesday,16:00,Workshop,1,1
1515,8,Monday,11:00,Lecture,1,1
1515,8,Tuesday,11:00,Lecture,1,1
1515,8,Wednesday,11:00,Lecture,1,1
1515,8,Thursday,11:00,Lecture,1,1
1515,8,Tuesday,17:00,Workshop,1,1
1536,18,Thursday,10:00,Lecture,1,1
1536,18,Friday,15:00,Lecture,1,1
1536,18,Thursday,9:00,Workshop,1,1
1536,18,Thursday,10:00,Lecture,1,1
1561,1,Friday,14:00,Workshop,1,1
1580,1,Friday,14:00,Workshop,1,1
1581,18,Thursday,10:00,Lecture,1,1
1581,18,Friday,15:00,Lecture,1,1
1581,18,Thursday,9:00,Workshop,1,1
1581,18,Thursday,10:00,Lecture,1,1
1581,12,Friday,17:00,Lecture,1,1
1581,12,Wednesday,9:00,Workshop,1,1
1581,12,Wednesday,10:00,Workshop,1,0
1581,11,Tuesday,16:00,Workshop,1,1
1581,8,Monday,11:00,Lecture,1,1
1581,8,Tuesday,11:00,Lecture,1,1
1581,8,Wednesday,11:00,Lecture,1,1
1581,8,Thursday,11:00,Lecture,1,1
1581,8,Tuesday,17:00,Workshop,1,1
1675,18,Thursday,10:00,Lecture,1,1
1675,18,Friday,15:00,Lecture,1,1
1675,18,Thursday,9:00,Workshop,1,1
1675,18,Thursday,10:00,Lecture,1,1
1676,4,Tuesday,13:00,Lecture,1,1
1676,4,Wednesday,13:00,Lecture,1,1
1676,4,Thursday,13:00,Lecture,1,1
1676,4,Friday,12:00,Lecture,1,1
1676,4,Tuesday,9:00,Workshop,1,1
1676,4,Tuesday,10:00,Workshop,1,0
1682,1,Friday,14:00,Workshop,1,1
1732,2,Monday,10:00,Lecture,1,1
1732,2,Tuesday,16:00,Lecture,1,1
1733,1,Friday,14:00,Workshop,1,1
1733,4,Tuesday,13:00,Lecture,1,1
1733,4,Wednesday,13:00,Lecture,1,1
1733,4,Thursday,13:00,Lecture,1,1
1733,4,Friday,12:00,Lecture,1,1
1733,4,Tuesday,9:00,Workshop,1,1
1733,4,Tuesday,10:00,Workshop,1,0
1767,4,Tuesday,13:00,Lecture,1,1
1767,4,Wednesday,13:00,Lecture,1,1
1767,4,Thursday,13:00,Lecture,1,1
1767,4,Friday,12:00,Lecture,1,1
1767,4,Tuesday,9:00,Workshop,1,1
1767,4,Tuesday,10:00,Workshop,1,0
1808,1,Friday,14:00,Workshop,1,1
1851,18,Thursday,10:00,Lecture,1,1
1851,18,Friday,15:00,Lecture,1,1
1851,18,Thursday,9:00,Workshop,1,1
1851,18,Thursday,10:00,Lecture,1,1
1869,4,Tuesday,13:00,Lecture,1,1
1869,4,Wednesday,13:00,Lecture,1,1
1869,4,Thursday,13:00,Lecture,1,1
1869,4,Friday,12:00,Lecture,1,1
1869,4,Tuesday,9:00,Workshop,1,1
1869,4,Tuesday,10:00,Workshop,1,0
1898,4,Tuesday,13:00,Lecture,1,1
1898,4,Wednesday,13:00,Lecture,1,1
1898,4,Thursday,13:00,Lecture,1,1
1898,4,Friday,12:00,Lecture,1,1
1898,4,Tuesday,9:00,Workshop,1,1
1898,4,Tuesday,10:00,Workshop,1,0
1957,14,Tuesday,9:00,Lecture,1,1
1957,14,Friday,17:00,Lecture,1,1
1957,14,Monday,11:00,Workshop,1,1
1980,1,Friday,14:00,Workshop,1,1
1981,1,Friday,14:00,Workshop,1,1
2029,18,Thursday,10:00,Lecture,1,1
2029,18,Friday,15:00,Lecture,1,1
2029,18,Thursday,9:00,Workshop,1,1
2029,18,Thursday,10:00,Lecture,1,1
2041,4,Tuesday,13:00,Lecture,1,1
2041,4,Wednesday,13:00,Lecture,1,1
2041,4,Thursday,13:00,Lecture,1,1
2041,4,Friday,12:00,Lecture,1,1
2041,4,Tuesday,9:00,Workshop,1,1
2041,4,Tuesday,10:00,Workshop,1,0
2202,18,Thursday,10:00,Lecture,1,1
2202,18,Friday,15:00,Lecture,1,1
2202,18,Thursday,9:00,Workshop,1,1
2202,18,Thursday,10:00,Lecture,1,1
2218,1,Friday,14:00,Workshop,1,1
2261,1,Friday,14:00,Workshop,1,1
2261,12,Friday,17:00,Lecture,1,1
2261,12,Wednesday,9:00,Workshop,1,1
2261,12,Wednesday,10:00,Workshop,1,0
2261,11,Tuesday,16:00,Workshop,1,1
2261,8,Monday,11:00,Lecture,1,1
2261,8,Tuesday,11:00,Lecture,1,1
2261,8,Wednesday,11:00,Lecture,1,1
2261,8,Thursday,11:00,Lecture,1,1
2261,8,Tuesday,17:00,Workshop,1,1
2287,4,Tuesday,13:00,Lecture,1,1
2287,4,Wednesday,13:00,Lecture,1,1
2287,4,Thursday,13:00,Lecture,1,1
2287,4,Friday,12:00,Lecture,1,1
2287,4,Tuesday,9:00,Workshop,1,1
2287,4,Tuesday,10:00,Workshop,1,0
2312,4,Tuesday,13:00,Lecture,1,1
2312,4,Wednesday,13:00,Lecture,1,1
2312,4,Thursday,13:00,Lecture,1,1
2312,4,Friday,12:00,Lecture,1,1
2312,4,Tuesday,9:00,Workshop,1,1
2312,4,Tuesday,10:00,Workshop,1,0
498,94,Monday,9:00,Lecture,1,1
498,94,Friday,10:00,Lecture,1,1
498,101,Thursday,10:00,Lecture,1,1
498,101,Friday,13:00,Lecture,1,1
498,101,Tuesday,15:00,Workshop,1,1
498,23,Wednesday,17:00,Lecture,1,1
498,23,Thursday,15:00,Lecture,1,1
498,23,Wednesday,9:00,Workshop,1,1
498,65,Tuesday,17:00,Lecture,1,1
498,65,Wednesday,11:00,Lecture,1,1
498,65,Friday,15:00,Workshop,1,1
475,94,Monday,9:00,Lecture,1,1
475,94,Friday,10:00,Lecture,1,1
475,100,Monday,10:00,Lecture,1,1
475,100,Wednesday,15:00,Lecture,1,1
475,100,Tuesday,11:00,Workshop,1,1
475,40,Tuesday,9:00,Lecture,1,1
475,40,Thursday,9:00,Lecture,1,1
475,40,Tuesday,17:00,Workshop,1,1
475,42,Monday,14:00,Lecture,1,1
475,42,Wednesday,14:00,Lecture,1,1
475,42,Thursday,16:00,Workshop,1,1
475,44,Wednesday,12:00,Lecture,1,1
475,44,Thursday,17:00,Lecture,1,1
475,44,Thursday,13:00,Workshop,1,1
2433,94,Monday,9:00,Lecture,1,1
2433,94,Friday,10:00,Lecture,1,1
2433,40,Tuesday,9:00,Lecture,1,1
2433,40,Thursday,9:00,Lecture,1,1
2433,40,Tuesday,17:00,Workshop,1,1
2433,49,Tuesday,14:00,Lecture,1,1
2433,49,Wednesday,13:00,Lecture,1,1
2433,49,Monday,10:00,Workshop,1,1
1835,94,Monday,9:00,Lecture,1,1
1835,94,Friday,10:00,Lecture,1,1
1835,58,Monday,15:00,Lecture,1,1
1835,58,Wednesday,15:00,Lecture,1,1
1835,58,Thursday,14:00,Lecture,1,1
1835,58,Friday,16:00,Lecture,1,1
1835,58,Monday,9:00,Workshop,1,0
1835,59,Monday,17:00,Lecture,1,1
1835,59,Thursday,10:00,Lecture,1,1
1835,59,Tuesday,15:00,Workshop,1,1
1835,44,Wednesday,12:00,Lecture,1,1
1835,44,Thursday,17:00,Lecture,1,1
1835,44,Thursday,13:00,Workshop,1,1
1239,94,Monday,9:00,Lecture,1,1
1239,94,Friday,10:00,Lecture,1,1
1239,37,Wednesday,10:00,Lecture,1,1
1239,37,Friday,14:00,Lecture,1,1
1239,42,Monday,14:00,Lecture,1,1
1239,42,Wednesday,14:00,Lecture,1,1
1239,42,Thursday,16:00,Workshop,1,1
1239,20,Monday,15:00,Lecture,1,1
1239,20,Thursday,9:00,Lecture,1,1
1239,25,Monday,13:00,Lecture,1,1
1239,25,Thursday,13:00,Lecture,1,1
1239,25,Wednesday,12:00,Workshop,1,1
876,94,Monday,9:00,Lecture,1,1
876,94,Friday,10:00,Lecture,1,1
876,42,Monday,14:00,Lecture,1,1
876,42,Wednesday,14:00,Lecture,1,1
876,42,Thursday,16:00,Workshop,1,1
876,51,Wednesday,17:00,Lecture,1,1
876,51,Thursday,17:00,Lecture,1,1
876,51,Friday,15:00,Workshop,1,1
680,94,Monday,9:00,Lecture,1,1
680,94,Friday,10:00,Lecture,1,1
680,44,Wednesday,12:00,Lecture,1,1
680,44,Thursday,17:00,Lecture,1,1
680,44,Thursday,13:00,Workshop,1,1
680,49,Tuesday,14:00,Lecture,1,1
680,49,Wednesday,13:00,Lecture,1,1
680,49,Monday,10:00,Workshop,1,1
680,48,Tuesday,17:00,Lecture,1,1
680,48,Wednesday,17:00,Lecture,1,1
680,48,Thursday,14:00,Workshop,1,1
2442,94,Monday,9:00,Lecture,1,1
2442,94,Friday,10:00,Lecture,1,1
2442,77,Thursday,15:00,Lecture,1,1
2442,77,Friday,9:00,Lecture,1,1
2442,77,Thursday,16:00,Workshop,1,1
2875,94,Monday,9:00,Lecture,1,1
2875,94,Friday,10:00,Lecture,1,1
2875,59,Monday,17:00,Lecture,1,1
2875,59,Thursday,10:00,Lecture,1,1
2875,59,Tuesday,15:00,Workshop,1,1
2875,22,Monday,12:00,Lecture,1,1
2875,22,Tuesday,12:00,Lecture,1,1
2875,22,Tuesday,13:00,Workshop,1,1
1522,94,Monday,9:00,Lecture,1,1
1522,94,Friday,10:00,Lecture,1,1
1522,28,Monday,11:00,Lecture,1,1
1522,28,Friday,13:00,Lecture,1,1
1522,28,Tuesday,16:00,Workshop,1,1
1522,28,Friday,14:00,Computer Workshop,1,1
1522,77,Thursday,15:00,Lecture,1,1
1522,77,Friday,9:00,Lecture,1,1
1522,77,Thursday,16:00,Workshop,1,1
1522,26,Tuesday,12:00,Lecture,1,1
1522,26,Friday,16:00,Lecture,1,1
1522,26,Tuesday,13:00,Workshop,1,1
1522,51,Wednesday,17:00,Lecture,1,1
1522,51,Thursday,17:00,Lecture,1,1
1522,51,Friday,15:00,Workshop,1,1
2797,94,Monday,9:00,Lecture,1,1
2797,94,Friday,10:00,Lecture,1,1
2797,26,Tuesday,12:00,Lecture,1,1
2797,26,Friday,16:00,Lecture,1,1
2797,26,Tuesday,13:00,Workshop,1,1
2797,44,Wednesday,12:00,Lecture,1,1
2797,44,Thursday,17:00,Lecture,1,1
2797,44,Thursday,13:00,Workshop,1,1
2797,24,Monday,12:00,Lecture,1,1
2797,24,Tuesday,14:00,Lecture,1,1
2797,24,Wednesday,11:00,Lecture,1,1
2797,24,Thursday,11:00,Lecture,1,1
2797,24,Monday,17:00,Workshop,1,1
2004,94,Monday,9:00,Lecture,1,1
2004,94,Friday,10:00,Lecture,1,1
2004,97,Tuesday,9:00,Lecture,1,1
2004,97,Friday,12:00,Lecture,1,1
2004,97,Friday,11:00,Workshop,1,1
2004,44,Wednesday,12:00,Lecture,1,1
2004,44,Thursday,17:00,Lecture,1,1
2004,44,Thursday,13:00,Workshop,1,1
2004,22,Monday,12:00,Lecture,1,1
2004,22,Tuesday,12:00,Lecture,1,1
2004,22,Tuesday,13:00,Workshop,1,1
2822,94,Monday,9:00,Lecture,1,1
2822,94,Friday,10:00,Lecture,1,1
2822,77,Thursday,15:00,Lecture,1,1
2822,77,Friday,9:00,Lecture,1,1
2822,77,Thursday,16:00,Workshop,1,1
2822,26,Tuesday,12:00,Lecture,1,1
2822,26,Friday,16:00,Lecture,1,1
2822,26,Tuesday,13:00,Workshop,1,1
2822,51,Wednesday,17:00,Lecture,1,1
2822,51,Thursday,17:00,Lecture,1,0
2822,51,Friday,15:00,Workshop,1,1
2822,53,Monday,14:00,Lecture,1,1
2822,53,Tuesday,17:00,Lecture,1,1
2822,53,Wednesday,14:00,Lecture,1,1
2822,53,Thursday,17:00,Lecture,1,1
2822,53,Thursday,9:00,Workshop,1,1
2822,53,Thursday,10:00,Workshop,1,0
319,94,Monday,9:00,Lecture,1,1
319,94,Friday,10:00,Lecture,1,1
319,100,Monday,10:00,Lecture,1,1
319,100,Wednesday,15:00,Lecture,1,1
319,100,Tuesday,11:00,Workshop,1,1
319,40,Tuesday,9:00,Lecture,1,1
319,40,Thursday,9:00,Lecture,1,1
319,40,Tuesday,17:00,Workshop,1,1
319,44,Wednesday,12:00,Lecture,1,1
319,44,Thursday,17:00,Lecture,1,1
319,44,Thursday,13:00,Workshop,1,1
319,22,Monday,12:00,Lecture,1,1
319,22,Tuesday,12:00,Lecture,1,1
319,22,Tuesday,13:00,Workshop,1,1
2283,94,Monday,9:00,Lecture,1,1
2283,94,Friday,10:00,Lecture,1,1
2283,101,Thursday,10:00,Lecture,1,1
2283,101,Friday,13:00,Lecture,1,1
2283,101,Tuesday,15:00,Workshop,1,1
2283,23,Wednesday,17:00,Lecture,1,1
2283,23,Thursday,15:00,Lecture,1,1
2283,23,Wednesday,9:00,Workshop,1,1
2283,40,Tuesday,9:00,Lecture,1,1
2283,40,Thursday,9:00,Lecture,1,1
2283,40,Tuesday,17:00,Workshop,1,1
2283,42,Monday,14:00,Lecture,1,1
2283,42,Wednesday,14:00,Lecture,1,1
2283,42,Thursday,16:00,Workshop,1,1
2283,21,Monday,11:00,Lecture,1,1
2283,21,Tuesday,16:00,Lecture,1,1
2283,21,Wednesday,11:00,Lecture,1,1
2283,21,Thursday,11:00,Lecture,1,1
2283,21,Thursday,12:00,Workshop,1,1
